"estudiante_id","nombre","apellido","genero","curso_nivel","curso_paralelo","curso_turno","materia_nombre","periodo_nombre","periodo_id","promedio_examenes","promedio_tareas","promedio_exposiciones","promedio_participaciones","porcentaje_asistencia","promedio_practicas","promedio_proyecto_final","promedio_trabajo_grupal","promedio_ensayos","promedio_cuestionarios","nota_final_real","edad","genero_masculino","turno_manana","promedio_notas_anterior","promedio_participacion","rendimiento_categoria","total_evaluaciones"
"1","Hugo","Medina","Masculino","Secundaria","A","Mañana","Exploración del Entorno","Tercer Trimestre","2","0","75.70612903225806","81.096","52.46048387096774","37.903225806451616","0","81.715","85.286","63.50599999999999","46.172","63.14","5","1","1","39.20053225806451","52.46048387096774","Medio","264"
"1","Hugo","Medina","Masculino","Secundaria","A","Mañana","Exploración del Entorno","Primer Trimestre","3","0","73.96272727272724","89.75","47.60636363636364","46.96969696969697","0","71.82499999999999","81.35249999999999","59.565","66.6925","64.57","5","1","1","40.92818181818181","47.60636363636364","Medio","136"
"1","Hugo","Medina","Masculino","Secundaria","A","Mañana","Motricidad Global y Fina","Segundo Trimestre","1","0","74.45481818181823","79.603125","46.693636363636365","50.45454545454545","0","78.514","83.315625","67.52875","39.04375","62.67","5","1","1","38.51448579545456","46.693636363636365","Medio","461"
"1","Hugo","Medina","Masculino","Secundaria","A","Mañana","Motricidad Global y Fina","Tercer Trimestre","2","0","74.6275806451613","77.28599999999999","48.00725806451614","45.16129032258065","0","74.88499999999999","78.743","64.06500000000001","37.351","60.46","5","1","1","37.97839516129032","48.00725806451614","Medio","264"
"1","Hugo","Medina","Masculino","Secundaria","A","Mañana","Motricidad Global y Fina","Primer Trimestre","3","0","74.61454545454548","82.87","58.88909090909091","53.03030303030303","0","81.075","82.86500000000001","70.5975","32.214999999999996","65.69","5","1","1","39.37113636363637","58.88909090909091","Medio","136"
"1","Hugo","Medina","Masculino","Secundaria","A","Mañana","Valores y Espiritualidad","Segundo Trimestre","1","0","75.68663636363635","83.99875","45.04381818181817","51.36363636363637","0","70.79799999999999","78.51625","55.915625","43.6575","60.98","5","1","1","39.92134659090909","45.04381818181817","Medio","461"
"1","Hugo","Medina","Masculino","Secundaria","A","Mañana","Valores y Espiritualidad","Tercer Trimestre","2","0","75.1003225806452","80.93900000000001","53.53612903225806","46.774193548387096","0","94.13","76.99100000000001","68.635","57.733000000000004","66.86","5","1","1","39.0098306451613","53.53612903225806","Medio","264"
"1","Hugo","Medina","Masculino","Secundaria","A","Mañana","Valores y Espiritualidad","Primer Trimestre","3","0","74.08454545454545","91.5875","44.786969696969685","60.60606060606061","0","89.97","82.945","62.105000000000004","38.35","65.61","5","1","1","41.41801136363637","44.786969696969685","Medio","136"
"2","Lucía","Alarcón","Femenino","Secundaria","A","Mañana","Desarrollo Personal y Social","Segundo Trimestre","1","0","75.80227272727272","79.30125000000001","49.36869565217392","53.57142857142857","0","90.32999999999998","85.168125","60.683125000000004","43.2225","64.98","5","0","1","38.77588068181818","49.36869565217392","Medio","468"
"2","Lucía","Alarcón","Femenino","Secundaria","A","Mañana","Desarrollo Personal y Social","Tercer Trimestre","2","0","75.66387096774193","76.246","48.82016129032259","48.38709677419355","0","73.53","75.55299999999998","65.63000000000001","52.943000000000005","62.48","5","0","1","37.977467741935484","48.82016129032259","Medio","264"
"2","Lucía","Alarcón","Femenino","Secundaria","A","Mañana","Desarrollo Personal y Social","Primer Trimestre","3","0","76.97636363636363","81.38","54.71454545454545","41.1764705882353","0","85.85","94.1825","68.2875","64.685","68.18","5","0","1","39.589090909090906","54.71454545454545","Medio","137"
"2","Lucía","Alarcón","Femenino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Segundo Trimestre","1","0","73.53063636363638","80.753125","50.51454545454544","50.45454545454545","0","86.58000000000001","79.330625","61.638125","44.05562499999999","63.81","5","0","1","38.57094034090909","50.51454545454544","Medio","461"
"2","Lucía","Alarcón","Femenino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Tercer Trimestre","2","0","76.34096774193549","82.011","52.67741935483872","57.25806451612903","0","85.145","82.714","65.752","37.80200000000001","65.68","5","0","1","39.58799193548387","52.67741935483872","Medio","264"
"2","Lucía","Alarcón","Femenino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Primer Trimestre","3","0","74.32181818181819","87.39250000000001","52.260909090909095","62.121212121212125","0","71.47","73.7525","44.365","39.9125","62.15","5","0","1","40.428579545454554","52.260909090909095","Medio","136"
"2","Lucía","Alarcón","Femenino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Segundo Trimestre","1","0","74.44727272727273","79.041875","51.79781818181816","55.0","0","90.27999999999999","84.35249999999999","60.708124999999995","56.52875000000001","66.86","5","0","1","38.37228693181818","51.79781818181816","Medio","461"
"2","Lucía","Alarcón","Femenino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Tercer Trimestre","2","0","76.1227419354839","80.775","49.24774193548386","44.354838709677416","0","75.785","83.389","55.07899999999999","53.20399999999999","62.47","5","0","1","39.22443548387098","49.24774193548386","Medio","264"
"2","Lucía","Alarcón","Femenino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Primer Trimestre","3","0","73.73727272727272","84.7825","51.249090909090896","48.484848484848484","0","81.75","71.225","45.724999999999994","35.3075","60.05","5","0","1","39.62994318181818","51.249090909090896","Medio","136"
"2","Lucía","Alarcón","Femenino","Secundaria","A","Mañana","Exploración del Entorno","Segundo Trimestre","1","0","75.30590909090908","79.69312500000001","51.31481818181818","40.0","0","75.19","78.46124999999999","51.588750000000005","49.386875","60.64","5","0","1","38.74975852272728","51.31481818181818","Medio","461"
"2","Lucía","Alarcón","Femenino","Secundaria","A","Mañana","Exploración del Entorno","Tercer Trimestre","2","0","76.15532258064516","75.951","45.013709677419364","45.16129032258065","0","66.935","84.53","56.64200000000001","52.751999999999995","60.51","5","0","1","38.02658064516129","45.013709677419364","Medio","264"
"2","Lucía","Alarcón","Femenino","Secundaria","A","Mañana","Exploración del Entorno","Primer Trimestre","3","0","75.62242424242424","79.7175","47.58151515151515","48.484848484848484","0","96.28","74.17","76.67","40.7325","64.8","5","0","1","38.83498106060606","47.58151515151515","Medio","136"
"2","Lucía","Alarcón","Femenino","Secundaria","A","Mañana","Motricidad Global y Fina","Segundo Trimestre","1","0","74.93009090909091","78.635625","49.60599999999998","46.81818181818182","0","88.152","75.76687500000001","67.09625","58.90687500000001","64.99","5","0","1","38.391428977272724","49.60599999999998","Medio","461"
"2","Lucía","Alarcón","Femenino","Secundaria","A","Mañana","Motricidad Global y Fina","Tercer Trimestre","2","0","76.68112903225804","81.43900000000001","47.656129032258065","50.0","0","74.81","81.45599999999999","53.025999999999996","53.35","62.61","5","0","1","39.53003225806451","47.656129032258065","Medio","264"
"2","Lucía","Alarcón","Femenino","Secundaria","A","Mañana","Motricidad Global y Fina","Primer Trimestre","3","0","79.20878787878786","80.96249999999999","59.038484848484856","72.72727272727273","0","79.8","79.495","66.54","72.515","72.39","5","0","1","40.04282196969696","59.038484848484856","Alto","136"
"2","Lucía","Alarcón","Femenino","Secundaria","A","Mañana","Valores y Espiritualidad","Segundo Trimestre","1","0","75.84218181818183","81.65875000000001","46.9047272727273","52.72727272727273","0","85.06200000000001","79.435","60.18125","46.15375","63.69","5","0","1","39.37523295454546","46.9047272727273","Medio","461"
"2","Lucía","Alarcón","Femenino","Secundaria","A","Mañana","Valores y Espiritualidad","Tercer Trimestre","2","0","76.86032258064515","74.40299999999999","51.02161290322579","50.806451612903224","0","92.11500000000001","81.85400000000001","56.537","55.789","65.23","5","0","1","37.815830645161284","51.02161290322579","Medio","264"
"2","Lucía","Alarcón","Femenino","Secundaria","A","Mañana","Valores y Espiritualidad","Primer Trimestre","3","0","76.8360606060606","82.295","56.91060606060607","56.06060606060606","0","77.035","84.445","55.03999999999999","69.28","67.99","5","0","1","39.78276515151515","56.91060606060607","Medio","136"
"3","Daniela","Céspedes","Femenino","Secundaria","A","Mañana","Desarrollo Personal y Social","Segundo Trimestre","1","0","77.55090909090914","83.324375","51.56165217391307","52.232142857142854","0","82.22999999999999","78.916875","61.931250000000006","44.393125","64.55","5","0","1","40.21882102272728","51.56165217391307","Medio","468"
"3","Daniela","Céspedes","Femenino","Secundaria","A","Mañana","Desarrollo Personal y Social","Tercer Trimestre","2","0","72.26","84.184","41.98951612903224","42.74193548387097","0","85.47999999999999","81.487","50.095000000000006","47.715999999999994","60.44","5","0","1","39.111000000000004","41.98951612903224","Medio","264"
"3","Daniela","Céspedes","Femenino","Secundaria","A","Mañana","Desarrollo Personal y Social","Primer Trimestre","3","0","75.45575757575756","76.035","50.56515151515152","45.588235294117645","0","71.10499999999999","78.0625","67.1075","54.707499999999996","62.72","5","0","1","37.87268939393939","50.56515151515152","Medio","137"
"3","Daniela","Céspedes","Femenino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Segundo Trimestre","1","0","73.92","82.093125","46.22154545454546","55.0","0","77.364","81.45312500000001","60.944375","35.101875","62.01","5","0","1","39.00328125","46.22154545454546","Medio","461"
"3","Daniela","Céspedes","Femenino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Tercer Trimestre","2","0","74.8651612903226","77.32199999999999","46.92225806451613","55.645161290322584","0","81.95500000000001","76.33","47.330000000000005","42.79599999999999","61.13","5","0","1","38.04679032258065","46.92225806451613","Medio","264"
"3","Daniela","Céspedes","Femenino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Primer Trimestre","3","0","77.54606060606064","70.1925","52.26272727272727","62.121212121212125","0","81.085","80.59","57.0175","31.7075","62.9","5","0","1","36.934640151515154","52.26272727272727","Medio","136"
"3","Daniela","Céspedes","Femenino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Segundo Trimestre","1","0","75.60345454545457","82.201875","47.45354545454548","44.54545454545455","0","76.098","83.2875","66.62375","48.275","62.98","5","0","1","39.451332386363646","47.45354545454548","Medio","461"
"3","Daniela","Céspedes","Femenino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Tercer Trimestre","2","0","73.4541935483871","77.16499999999999","51.00258064516131","45.16129032258065","0","75.295","81.14500000000001","55.573","45.95","61.24","5","0","1","37.654798387096776","51.00258064516131","Medio","264"
"3","Daniela","Céspedes","Femenino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Primer Trimestre","3","0","75.42818181818183","84.3425","44.9160606060606","45.45454545454545","0","69.305","67.39","75.35","87.63","65.57","5","0","1","39.94267045454546","44.9160606060606","Medio","136"
"3","Daniela","Céspedes","Femenino","Secundaria","A","Mañana","Exploración del Entorno","Segundo Trimestre","1","0","73.91036363636361","80.0925","54.25672727272724","51.36363636363637","0","74.42","80.03625000000002","55.025","49.59375","63.31","5","0","1","38.5007159090909","54.25672727272724","Medio","461"
"3","Daniela","Céspedes","Femenino","Secundaria","A","Mañana","Exploración del Entorno","Tercer Trimestre","2","0","78.74419354838707","78.29100000000001","49.75790322580646","49.193548387096776","0","92.72","80.64600000000002","62.72099999999999","42.863","64.56","5","0","1","39.258798387096775","49.75790322580646","Medio","264"
"3","Daniela","Céspedes","Femenino","Secundaria","A","Mañana","Exploración del Entorno","Primer Trimestre","3","0","78.2330303030303","81.03","47.55696969696968","45.45454545454545","0","91.83500000000001","73.3175","58.425","59.23","64.22","5","0","1","39.81575757575757","47.55696969696968","Medio","136"
"3","Daniela","Céspedes","Femenino","Secundaria","A","Mañana","Motricidad Global y Fina","Segundo Trimestre","1","0","70.80609090909091","83.559375","50.25227272727271","54.54545454545455","0","82.03999999999999","74.665625","60.146249999999995","55.566874999999996","64.47","5","0","1","38.59136647727273","50.25227272727271","Medio","461"
"3","Daniela","Céspedes","Femenino","Secundaria","A","Mañana","Motricidad Global y Fina","Tercer Trimestre","2","0","76.17285714285715","81.88000000000001","49.71799999999999","51.42857142857143","0","62.94","91.40833333333335","49.436666666666675","39.04333333333333","61.09","5","0","1","39.51321428571429","49.71799999999999","Medio","150"
"3","Daniela","Céspedes","Femenino","Secundaria","A","Mañana","Motricidad Global y Fina","Primer Trimestre","3","0","70.31000000000002","85.59","48.118484848484854","56.06060606060606","0","84.05000000000001","73.04249999999999","71.545","73.96000000000001","67.7","5","0","1","38.97500000000001","48.118484848484854","Medio","136"
"3","Daniela","Céspedes","Femenino","Secundaria","A","Mañana","Valores y Espiritualidad","Segundo Trimestre","1","0","76.61399999999998","82.191875","54.189545454545474","51.81818181818182","0","81.964","76.4525","61.41875","55.12125","65.6","5","0","1","39.70146874999999","54.189545454545474","Medio","461"
"3","Daniela","Céspedes","Femenino","Secundaria","A","Mañana","Valores y Espiritualidad","Tercer Trimestre","2","0","73.61129032258064","77.51","50.004516129032254","33.87096774193548","0","76.53","79.284","55.74400000000001","25.439999999999998","57.13","5","0","1","37.78032258064516","50.004516129032254","Medio","132"
"3","Daniela","Céspedes","Femenino","Secundaria","A","Mañana","Valores y Espiritualidad","Primer Trimestre","3","0","75.97515151515151","82.5275","53.850909090909084","36.36363636363637","0","77.695","82.51999999999998","46.0025","70.9775","63.43","5","0","1","39.62566287878788","53.850909090909084","Medio","136"
"4","Valeria","Cabrera","Femenino","Secundaria","A","Mañana","Desarrollo Personal y Social","Segundo Trimestre","1","0","76.729","82.334375","51.718260869565206","57.589285714285715","0","83.61200000000001","75.009375","54.6875","41.081875000000004","63.77","4","0","1","39.76584375","51.718260869565206","Medio","468"
"4","Valeria","Cabrera","Femenino","Secundaria","A","Mañana","Desarrollo Personal y Social","Tercer Trimestre","2","0","76.3341935483871","82.99199999999999","50.23806451612902","50.0","0","61.78","75.42999999999999","64.934","50.508","62.18","4","0","1","39.831548387096774","50.23806451612902","Medio","132"
"4","Valeria","Cabrera","Femenino","Secundaria","A","Mañana","Desarrollo Personal y Social","Primer Trimestre","3","0","77.05666666666666","89.78","45.597272727272745","61.76470588235294","0","91.255","85.225","58.9025","47.49","67.1","4","0","1","41.70916666666666","45.597272727272745","Medio","137"
"4","Valeria","Cabrera","Femenino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Segundo Trimestre","1","0","72.95672727272726","82.13999999999999","48.70354545454545","50.90909090909091","0","74.518","83.23312500000002","58.330625","57.957499999999996","63.87","4","0","1","38.774181818181816","48.70354545454545","Medio","461"
"4","Valeria","Cabrera","Femenino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Tercer Trimestre","2","0","72.72322580645161","81.562","55.20612903225807","45.16129032258065","0","79.69","73.316","50.55800000000001","47.635999999999996","61.74","4","0","1","38.5713064516129","55.20612903225807","Medio","132"
"4","Valeria","Cabrera","Femenino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Primer Trimestre","3","0","71.0648484848485","83.02250000000001","40.69727272727272","54.54545454545455","0","74.145","94.095","59.9125","46.2675","62.74","4","0","1","38.52183712121213","40.69727272727272","Medio","136"
"4","Valeria","Cabrera","Femenino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Segundo Trimestre","1","0","77.46945454545452","75.180625","44.947818181818164","46.81818181818182","0","79.328","78.1325","68.100625","41.835625","61.52","4","0","1","38.16251988636363","44.947818181818164","Medio","461"
"4","Valeria","Cabrera","Femenino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Tercer Trimestre","2","0","71.19967741935484","84.474","48.65096774193548","48.38709677419355","0","76.66","78.02000000000001","67.16","48.21999999999999","63.11","4","0","1","38.91841935483871","48.65096774193548","Medio","132"
"4","Valeria","Cabrera","Femenino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Primer Trimestre","3","0","77.06848484848487","93.395","43.67757575757575","56.06060606060606","0","93.42500000000001","79.61500000000001","65.2975","27.25","64.38","4","0","1","42.61587121212122","43.67757575757575","Medio","136"
"4","Valeria","Cabrera","Femenino","Secundaria","A","Mañana","Exploración del Entorno","Segundo Trimestre","1","0","75.78781818181821","83.45124999999997","52.83363636363633","51.36363636363637","0","77.688","80.73500000000001","63.63937500000001","46.0025","64.56","4","0","1","39.80976704545455","52.83363636363633","Medio","461"
"4","Valeria","Cabrera","Femenino","Secundaria","A","Mañana","Exploración del Entorno","Tercer Trimestre","2","0","72.74129032258064","74.466","53.605161290322584","46.774193548387096","0","60.03","74.116","58.21400000000001","53.46999999999999","60.32","4","0","1","36.80182258064516","53.605161290322584","Medio","132"
"4","Valeria","Cabrera","Femenino","Secundaria","A","Mañana","Exploración del Entorno","Primer Trimestre","3","0","78.38242424242425","80.705","46.628181818181815","59.09090909090909","0","78.68","67.9425","59.1575","66.615","64.93","4","0","1","39.77185606060606","46.628181818181815","Medio","136"
"4","Valeria","Cabrera","Femenino","Secundaria","A","Mañana","Motricidad Global y Fina","Segundo Trimestre","1","0","73.81172727272728","78.770625","50.29563636363633","48.63636363636363","0","89.234","81.0275","64.2175","56.065000000000005","65.36","4","0","1","38.14558806818182","50.29563636363633","Medio","461"
"4","Valeria","Cabrera","Femenino","Secundaria","A","Mañana","Motricidad Global y Fina","Tercer Trimestre","2","0","67.13483870967741","66.372","54.47032258064517","53.225806451612904","0","77.49","79.852","57.874","55.352","62.65","4","0","1","33.376709677419356","54.47032258064517","Medio","132"
"4","Valeria","Cabrera","Femenino","Secundaria","A","Mañana","Motricidad Global y Fina","Primer Trimestre","3","0","74.10818181818183","79.5575","45.21696969696969","54.54545454545455","0","79.94999999999999","70.9","75.67750000000001","26.79","61.32","4","0","1","38.41642045454546","45.21696969696969","Medio","136"
"4","Valeria","Cabrera","Femenino","Secundaria","A","Mañana","Valores y Espiritualidad","Segundo Trimestre","1","0","74.26418181818185","81.71375000000002","49.29845454545455","46.81818181818182","0","74.128","73.94749999999999","63.281250000000014","49.42000000000001","62.03","4","0","1","38.99448295454547","49.29845454545455","Medio","461"
"4","Valeria","Cabrera","Femenino","Secundaria","A","Mañana","Valores y Espiritualidad","Tercer Trimestre","2","0","71.60903225806452","71.784","52.747096774193544","56.45161290322581","0","95.59","77.56800000000001","73.11599999999999","51.3","66.79","4","0","1","35.84825806451613","52.747096774193544","Medio","132"
"4","Valeria","Cabrera","Femenino","Secundaria","A","Mañana","Valores y Espiritualidad","Primer Trimestre","3","0","69.97696969696969","81.76","42.10515151515151","48.484848484848484","0","88.565","82.0025","69.38","47.2675","63.25","4","0","1","37.93424242424243","42.10515151515151","Medio","136"
"5","Lucía","Choque","Femenino","Secundaria","A","Mañana","Desarrollo Personal y Social","Segundo Trimestre","1","0","71.92945454545455","84.2925","48.67547826086956","45.535714285714285","0","86.834","82.84187499999999","62.056250000000006","61.21125000000001","65.23","6","0","1","39.055488636363634","48.67547826086956","Medio","468"
"5","Lucía","Choque","Femenino","Secundaria","A","Mañana","Desarrollo Personal y Social","Tercer Trimestre","2","0","74.27967741935483","76.522","50.516129032258064","54.83870967741935","0","62.42","75.606","45.68599999999999","27.327999999999996","57.53","6","0","1","37.70041935483871","50.516129032258064","Medio","132"
"5","Lucía","Choque","Femenino","Secundaria","A","Mañana","Desarrollo Personal y Social","Primer Trimestre","3","0","73.77575757575758","75.105","44.25212121212121","47.05882352941177","0","68.58","82.685","60.957499999999996","42.9575","59.68","6","0","1","37.22018939393939","44.25212121212121","Medio","137"
"5","Lucía","Choque","Femenino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Segundo Trimestre","1","0","75.50754545454544","75.976875","50.16690909090907","50.0","0","77.074","80.36","68.38374999999999","45.8975","63.38","6","0","1","37.87110511363636","50.16690909090907","Medio","461"
"5","Lucía","Choque","Femenino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Tercer Trimestre","2","0","73.77354838709678","80.58","51.52387096774194","48.38709677419355","0","78.35","81.864","70.77000000000001","51.641999999999996","64.9","6","0","1","38.5883870967742","51.52387096774194","Medio","132"
"5","Lucía","Choque","Femenino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Primer Trimestre","3","0","76.31999999999998","70.8525","51.75424242424242","39.39393939393939","0","77.515","81.07","53.4","56.5125","61.29","6","0","1","36.793124999999996","51.75424242424242","Medio","136"
"5","Lucía","Choque","Femenino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Segundo Trimestre","1","0","73.62109090909091","79.56124999999999","48.655818181818184","51.36363636363637","0","77.82","77.62812500000001","62.082499999999996","52.813750000000006","63.32","6","0","1","38.295585227272724","48.655818181818184","Medio","461"
"5","Lucía","Choque","Femenino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Tercer Trimestre","2","0","79.12354838709676","85.48400000000001","42.707096774193566","51.61290322580645","0","88.09","75.874","72.554","40.30800000000001","64.11","6","0","1","41.15188709677419","42.707096774193566","Medio","132"
"5","Lucía","Choque","Femenino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Primer Trimestre","3","0","73.37242424242424","86.0725","44.64363636363636","50.0","0","88.21","79.88250000000001","46.152499999999996","39.5375","61.2","6","0","1","39.86123106060606","44.64363636363636","Medio","136"
"5","Lucía","Choque","Femenino","Secundaria","A","Mañana","Exploración del Entorno","Segundo Trimestre","1","0","74.22754545454546","83.32312500000002","51.72218181818182","44.09090909090909","0","81.73999999999998","80.34125000000002","44.494375000000005","42.17125","60.97","6","0","1","39.38766761363637","51.72218181818182","Medio","461"
"5","Lucía","Choque","Femenino","Secundaria","A","Mañana","Exploración del Entorno","Tercer Trimestre","2","0","76.76129032258066","84.098","58.274193548387096","64.51612903225806","0","98.65","82.6","40.572","85.76599999999999","72.08","6","0","1","40.21482258064516","58.274193548387096","Alto","132"
"5","Lucía","Choque","Femenino","Secundaria","A","Mañana","Exploración del Entorno","Primer Trimestre","3","0","73.18606060606062","91.76","50.4360606060606","50.0","0","85.17","83.455","65.315","68.62","68.23","6","0","1","41.23651515151516","50.4360606060606","Medio","136"
"5","Lucía","Choque","Femenino","Secundaria","A","Mañana","Motricidad Global y Fina","Segundo Trimestre","1","0","74.65163636363636","79.671875","47.97118181818187","45.90909090909091","0","78.666","84.0475","56.29437500000001","48.551249999999996","62.18","6","0","1","38.58087784090909","47.97118181818187","Medio","461"
"5","Lucía","Choque","Femenino","Secundaria","A","Mañana","Motricidad Global y Fina","Tercer Trimestre","2","0","80.2416129032258","71.462","44.16451612903225","50.0","0","77.05","77.88199999999999","72.03399999999999","58.288","63.67","6","0","1","37.92590322580645","44.16451612903225","Medio","132"
"5","Lucía","Choque","Femenino","Secundaria","A","Mañana","Motricidad Global y Fina","Primer Trimestre","3","0","74.21515151515152","87.145","57.81181818181818","56.06060606060606","0","85.4","78.145","70.0275","39.635","67.05","6","0","1","40.34003787878788","57.81181818181818","Medio","136"
"5","Lucía","Choque","Femenino","Secundaria","A","Mañana","Valores y Espiritualidad","Segundo Trimestre","1","0","76.30827272727272","83.615625","50.69690909090908","45.0","0","79.08400000000002","82.215","62.84312499999999","40.029375","62.83","6","0","1","39.98097443181818","50.69690909090908","Medio","461"
"5","Lucía","Choque","Femenino","Secundaria","A","Mañana","Valores y Espiritualidad","Tercer Trimestre","2","0","73.44935483870967","80.588","57.84741935483871","41.935483870967744","0","72.34","78.09200000000001","59.862","50.82000000000001","62.83","6","0","1","38.509338709677415","57.84741935483871","Medio","132"
"5","Lucía","Choque","Femenino","Secundaria","A","Mañana","Valores y Espiritualidad","Primer Trimestre","3","0","77.67212121212121","75.8425","59.83969696969696","46.96969696969697","0","74.935","73.1475","69.04249999999999","38.08","63.29","6","0","1","38.3786553030303","59.83969696969696","Medio","136"
"6","Mariela","Sánchez","Femenino","Secundaria","A","Mañana","Desarrollo Personal y Social","Segundo Trimestre","1","0","76.3416363636363","77.71062499999998","49.146173913043484","56.25","0","84.88400000000001","77.69312500000001","61.30187500000001","33.50874999999999","62.84","6","0","1","38.513065340909066","49.146173913043484","Medio","468"
"6","Mariela","Sánchez","Femenino","Secundaria","A","Mañana","Desarrollo Personal y Social","Tercer Trimestre","2","0","76.91193548387095","86.256","58.795806451612904","50.0","0","65.5","85.128","67.19399999999999","56.852","66.69","6","0","1","40.79198387096774","58.795806451612904","Medio","132"
"6","Mariela","Sánchez","Femenino","Secundaria","A","Mañana","Desarrollo Personal y Social","Primer Trimestre","3","0","75.72787878787881","81.2525","49.77151515151514","57.35294117647059","0","72.295","65.5825","43.3725","68.315","62.6","6","0","1","39.2450946969697","49.77151515151514","Medio","137"
